Odom Reading 1 (Previous),Odom Reading 1 (Update),Odom Reading 2 (Previous),Odom Reading 2 (Update),Odom Reading 3 (Previous),Odom Reading 3 (Update),Odom Reading 4 (Previous),Odom Reading 4 (Update)
24892,25298,,,,,,
65326,66633,,,,,,
81615,95663,,,,,,
22871,66887,129360,158535,,,,
30169,57011,,,,,,
97427,100326,147753,165501,,,,
9952,29614,60000,63960,,,,
46309,91555,,,,,,
150550,177333,,,,,,
3905,35029,,,,,,
394,9619,55393,79600,,,,
63023,110754,54109,57737,,,,
75000,76926,15100,15102,,,,
112098,114961,45684,79795,,,,
120000,169531,,,164250,203542,,
150348,152569,3126,10322,,,,
6,12918,,,,,,
9,7981,,,,,,
10919,56898,78319,115665,,,,
96659,114100,,,,,,
41039,56736,22853,32272,,,,
145250,162616,37523,55202,,,,
50200,82765,19800,24259,,,,
101912,137657,39331,47801,,,120080,125119
38719,71292,,,,,,
80820,119363,79521,105237,,,,
2,26644,6800,51540,,,,
7978,9161,,,,,,
119377,142042,,,,,,
27679,32352,,,,,,
171721,175732,40755,79736,38087,48705,,
154,46435,38419,54247,,,,
61198,99018,91965,117747,,,,
39332,83919,102374,144863,,,,
15382,54835,,,,,,
11937,52868,38000,58850,,,,
35887,83484,144312,183480,,,,
63136,80141,28199,62863,,,,
54868,81170,63386,109336,,,,
29276,64526,,,,,,
14846,23819,13821,46095,18864,30120,33985,71124
29412,70280,,,,,,
97396,109416,20289,65599,,,,
37184,68180,49750,69823,,,,
46226,51571,,,,,,
122310,156374,84647,134533,,,,
59827,100549,,,,,,
109000,118921,,,,,,
204999,221700,202499,235197,11664,50132,,
25,21335,7000,20091,52462,60344,,
92495,99358,,,,,,
60054,69495,,,,,,
106600,139394,90843,121437,26000,38394,,
102200,126015,82000,109716,,,178988,197735
67646,96949,,,,,,
78190,128137,,,,,,
34937,71939,,,,,,
3800,6576,18506,66369,,,,
25969,70281,,,,,,
158020,189187,,,,,,
115378,130713,,,7585,57445,81420,117840
71904,72628,107489,113936,,,,
993,13384,,,,,,
43086,83637,61343,85820,,,,
150000,182743,,,,,,
56953,61955,314584,342761,,,,
142131,160215,,,,,,
80703,100904,,,,,,
36453,37996,,,,,,
114043,130837,,,,,,
9200,9609,,,150001,198308,,
90480,115886,,,,,,
17201,58584,,,,,,
17555,26566,,,,,,
21000,26481,124405,146955,99999,115676,,
89034,133878,31198,46968,,,,
8672,45407,,,,,,
78200,112474,,,,,,
59297,68845,61950,75035,,,,
210496,225228,130344,163550,,,,
39977,42493,34183,41706,,,,
129936,164125,,,,,,
54946,61656,34726,54909,,,7732,44982
353,44997,,,,,,
35137,49863,,,,,,
58591,67689,,,,,,
107418,155343,159943,202335,,,,
57668,84510,75485,105893,,,46464,96344
226500,267791,214653,245578,,,,
367,40084,,,,,,
56348,93482,9272,56103,,,,
15812,64606,25315,30141,,,,
136844,165644,,,,,,
55807,81456,,,,,,
558,16240,39303,73902,,,,
1474,50160,,,,,,
4087,25411,,,,,,
120692,149923,,,,,,
49622,76087,,,,,,
60107,94193,23932,41815,,,,
110263,150311,8752,22876,,,,
150387,191030,90677,136435,88310,105465,,
34116,38043,,,,,,
8985,42164,,,,,,
12291,59065,,,,,,
154676,187269,60215,96186,,,,
97394,131703,,,,,,
168724,204228,,,,,,
10,10662,,,,,,
55366,72790,17398,30185,,,,
73266,78305,,,,,,
59000,92175,,,,,,
17768,23886,193213,225312,,,,
82375,97734,27204,49963,,,,
50,46530,3023,51931,123000,127046,,
134203,135842,,,,,,
118487,153198,10640,59150,,,,
143955,192426,,,,,,
1001,10918,,,,,,
105510,141534,148800,169605,,,,
259342,271299,,,,,,
34297,60888,59700,107192,,,,
27603,52370,,,509,29273,,
89000,92164,,,,,,
4535,14085,,,,,,
80283,99708,,,,,,
130427,146124,,,,,,
170000,206118,,,,,,
49330,78054,,,,,,
138172,187487,,,,,,
30000,66551,15000,52393,,,,
17019,17348,97749,116022,,,,
68989,109061,,,,,,
91786,140103,,,,,,
16648,19742,,,,,,
38663,79126,82978,118606,,,,
56767,66084,,,,,,
149873,191382,,,,,,
160089,187475,,,,,,
6395,32259,,,,,,
74347,115785,,,,,,
53696,76412,53802,68362,,,,
184244,208351,,,,,,
33168,78070,,,,,,
57799,84178,,,,,,
40468,66374,,,,,,
12576,16594,,,,,,
52185,57970,38625,43620,,,,
92549,125839,,,,,89,25587
1931,35083,,,,,,
113124,117628,198256,211659,,,,
91000,129932,15900,55371,,,,
16345,42675,97700,114081,,,,
340232,363731,,,,,,
130262,163369,70772,120327,,,,
79550,96281,8640,20940,,,,
42029,60233,,,,,,
94349,116764,,,,,,
17906,19904,19198,40612,,,,
20437,58873,22041,52029,,,,
141740,148681,,,,,,
152970,195202,105199,144088,,,,
216674,248561,103000,108307,,,,
70850,84447,46335,62201,,,,
4000,24898,,,,,,
90262,115962,53554,77110,,,,
3465,18657,,,,,,
68587,105048,,,,,,
700,22738,488,3981,,,,
54302,59286,,,,,,
2065,37329,51493,80075,,,,
107,15521,,,,,62260,103088
86937,134689,,,,,,
7782,11403,,,,,,
98085,106114,52592,74829,,,,
97155,106287,,,,,,
103657,110101,49823,58855,,,,
37190,83431,69165,93142,,,,
163219,166218,41744,70737,,,,
70661,98601,,,,,,
50377,51775,,,,,,
99600,148215,,,,,,
60817,64114,,,,,,
137000,184415,,,,,,
90010,132964,79815,125643,,,,
148513,151290,,,,,,
98927,148277,147401,148761,,,,
139037,174431,,,,,,
126107,168635,,,,,,
16,35793,,,,,,
32401,61426,,,,,,
48000,69377,,,71115,100509,,
56530,77168,74089,105151,,,,
98224,136120,,,,,,
51055,79083,,,,,,
135164,152351,,,,,,
47120,48932,,,,,,
10643,60324,86455,118926,,,,
138014,142895,,,,,,
647,22379,,,,,,
0,15204,36000,62504,31000,40585,,
76077,110799,27905,32802,,,,
107206,123979,,,,,,
93954,97426,,,,,,
98068,139639,,,,,,
120000,129897,77000,104671,,,,
83878,123909,,,,,139270,181507
29765,76392,,,,,,
128659,144931,,,,,,
91298,132643,16499,39719,,,,
43099,70636,73526,105570,,,,
31198,44666,,,,,,
525,18790,,,,,,
51760,83886,,,,,,
32454,47160,62000,69122,,,,
44511,67378,,,,,,
55297,95593,,,,,,
79396,104869,,,,,,
14000,31064,,,,,,
97000,145458,133064,148630,,,,
76985,105361,89578,124144,,,,
75675,89694,18772,27572,,,,
61766,85886,,,,,,
45,1709,10,30962,,,,
92781,107944,119533,144904,,,,
28300,38928,,,,,,
14578,58149,,,,,,
146182,192374,,,,,,
40806,70636,52345,100637,,,,
8500,33060,,,,,,
30107,41013,,,,,,
698,32724,,,,,,
102985,130619,21043,27275,,,,
137540,171991,14182,59652,,,,
89253,131151,,,120055,162344,,
51056,51819,57379,60999,,,,
72053,96310,111697,122430,,,,
54572,74810,,,,,,
32612,61911,,,,,,
102159,131624,,,,,,
42000,74518,,,,,,
118029,143568,,,127854,152403,,
1067,26838,45909,59541,,,,
50195,59302,194763,229114,,,,
27433,73703,18507,37964,,,,
40269,60189,,,,,,
58950,102792,200084,247966,,,,
201,22714,43280,91416,,,,
96878,123718,43581,70094,,,,
11289,23070,,,,,,
160885,194092,,,,,,
20973,23793,,,,,,
5100,40804,,,,,,
97000,117396,,,,,,
84736,85218,47959,92566,,,,
42000,51456,5000,15563,,,,
0,7177,,,,,,
71713,71737,,,,,,
22667,23735,,,,,,
71458,87993,,,,,,
62886,110894,84566,121752,68,2656,,
9000,21443,35000,77771,,,,
110156,127941,,,,,,
830,37325,34348,77359,,,,
142014,167806,,,,,,
38500,52028,19100,51365,,,,
28091,55269,,,,,,
150000,184389,90000,92825,88000,137720,,
21528,21590,,,,,,
52000,63233,,,,,,
86407,116336,171793,204343,,,,
38117,85543,,,99600,115119,,
35400,57361,,,0,2054,,
49519,77437,68727,111947,,,,
19511,28128,,,,,,
43296,84760,33192,57293,,,,
41781,46626,,,,,,
115692,116208,28268,42095,,,,
81000,130958,54000,63706,,,,
72013,109943,,,127932,163003,,
70185,91140,,,47896,80487,,
9000,43584,29180,55625,,,,
52487,64375,14735,56316,,,,
54774,84198,8955,24741,,,,
44126,92198,56211,94064,,,86253,99826
3745,6654,97318,146418,,,,
31400,58917,89578,135771,,,,
65601,81249,,,,,,
24707,55544,,,,,,
61100,99417,45900,67147,,,,
126310,148355,,,,,,
25119,32926,150011,164412,,,,
84500,95565,,,,,,
63285,85831,1,43860,,,,
180000,218420,180000,185190,0,28155,,
35387,47637,,,,,,
24014,35226,59031,108511,,,,
5,49212,38000,82597,,,,
188512,204225,48846,73836,,,,
29636,55804,30691,55527,,,,
44519,80116,60124,86294,,,,
171013,211565,,,,,,
88618,114714,16006,35139,,,,
0,46100,,,,,,
60000,108799,25660,64996,,,,
630,22996,,,,,,
3628,38199,,,,,,
782,9618,77411,106777,,,,
77781,116433,,,,,,
135757,139882,,,,,,
53881,63980,,,,,,
90224,132398,,,,,4168,6736
189978,210603,12436,23455,,,,
125920,149529,,,,,,
89362,119573,,,,,,
133458,143217,111276,144179,,,,
85715,121869,31786,56257,,,,
148000,161417,,,,,,
13402,60735,,,,,,
34081,65761,62915,102261,,,,
62000,84265,,,,,,
184198,222606,,,,,,
0,44434,,,,,,
40263,78304,,,,,,
853,11652,,,,,,
94090,123209,,,84157,128037,,
80385,127357,60013,91793,,,,
71644,115630,,,,,,
59326,72719,8765,8796,,,,
184080,210594,,,,,,
80974,100199,68359,90768,,,,
293803,299935,,,,,,
5743,31809,,,,,,
47647,72518,75436,120301,,,,
63657,73204,,,,,,
180090,215801,,,,,,
32796,56312,,,,,,
740,35917,,,,,,
85204,93053,,,,,,
30109,79967,87905,130446,,,,
201915,239721,6827,21335,,,,
150377,165450,84453,90831,42933,62226,,
65892,68613,,,,,,
55147,71573,,,,,,
197000,213263,,,,,,
66062,67034,,,64687,73883,,
14309,46927,17936,52265,,,,
60000,94762,,,,,,
82813,119109,27041,40217,,,,
126000,172032,,,,,,
100137,146401,,,,,,
121955,125414,,,,,,
1075,36518,,,,,,
14103,30926,,,,,,
79344,128394,,,,,,
40019,64526,,,,,,
99406,116568,,,,,,
20000,47456,,,,,,
140757,185249,75780,100534,,,,
53399,54487,,,,,,
30563,76408,,,179798,207226,,
32320,56068,101712,111275,,,59873,86024
16200,46180,,,,,,
20670,33941,41369,65502,,,,
3,29732,7500,13337,,,,
31363,74074,88760,130235,,,,
113627,154626,15549,22981,,,,
206666,235243,133954,137716,,,,
13780,54726,114326,141026,,,,
75000,90566,,,108496,148457,,
50539,97806,161939,185755,,,,
25210,51390,,,,,,
10,7305,3405,25586,,,,
52103,57539,,,,,,
111232,122330,42585,47559,,,,
228098,253210,41597,83494,,,,
114622,121564,,,,,,
18684,43210,,,,,,
203158,213281,,,,,,
25163,70801,91927,105512,,,,
44729,88610,43690,74209,37379,48560,,
46311,52539,100335,130316,,,,
106000,147591,,,,,,
8408,22357,,,,,,
63168,90115,,,,,,
3954,32605,129510,152965,,,,
17000,31163,13306,18395,,,,
29,42731,26000,56844,50000,99892,,
67778,107643,,,,,,
10460,59563,,,,,,
101301,109237,62000,97904,,,,
8500,16974,,,,,,
62148,104744,16132,42982,,,,
73520,73889,25526,43526,,,,
155637,201762,,,,,,
64580,111085,,,,,,
2386,8874,,,,,,
129500,156641,35434,66433,,,,
35475,67435,,,,,,
34164,68548,,,,,,
36339,53436,101119,141466,,,384,22931
57227,79083,,,,,,
68200,72122,,,,,,
104159,144402,,,,,,
76104,79602,,,,,130000,158488
5612,40740,,,207609,211205,,
30115,48517,,,,,,
53538,80053,,,,,,
6878,40111,48004,84121,,,,
2052,34714,,,,,,
21727,69189,,,102,46760,,
140149,158150,86532,113206,,,,
28593,70555,197,14988,,,,
5650,19959,165173,178579,,,,
48385,78150,,,112,23204,,
142821,172773,52589,60491,,,,
29957,78555,160289,161554,,,,
38000,60077,44303,52785,,,,
2300,3755,,,,,,
103,15479,99229,138988,,,,
139492,167008,,,,,,
59000,70189,243181,258266,,,,
62000,109967,,,,,,
196000,227300,,,,,,
10276,59926,100511,119855,,,,
108466,119707,,,,,,
8207,16719,79190,103992,,,744,12294
10770,40024,,,,,,
70022,103592,,,,,,
125124,137256,,,,,,
26428,53258,24113,32368,21601,64308,,
175000,214544,,,,,,
139893,188132,,,,,,
38271,59952,,,,,,
126429,139361,,,,,,
87170,103543,,,,,,
11126,59806,77720,115185,,,,
116299,161535,94342,124880,,,,
157911,157987,,,,,,
120564,150723,,,,,,
2413,25790,,,,,,
13149,60313,,,,,,
112456,126263,60463,87445,,,,
11463,39143,,,,,,
41341,63909,73201,122212,,,54000,82074
765,47772,,,,,,
31126,37627,,,,,,
6922,18487,13927,61185,,,,
79927,106926,101014,119571,,,,
57085,87544,129087,137800,,,,
100000,139792,65000,74465,,,,
153246,165734,,,,,,
200334,229614,60610,61781,,,,
96610,102399,94630,143361,,,,
52925,69285,60000,70977,,,,
37000,57802,,,,,,
25687,49283,91169,130961,,,,
105785,116236,49417,85798,,,,
73986,102021,,,,,,
35349,77891,,,,,,
963,20852,,,,,,
46370,87550,,,,,,
22458,43467,241088,268443,,,,
42794,46150,112313,153544,,,,
6500,24378,,,,,,
4481,23972,32893,52823,,,,
0,10351,,,,,,
74618,123038,,,,,,
35615,37964,,,,,,
48433,71411,,,,,,
160707,203995,68181,95614,,,,
6234,28230,47493,63506,,,,
34092,51858,47768,89288,26739,27600,,
19442,39645,39817,61272,32300,33326,,
24898,71200,133576,153487,,,,
112754,129843,,,,,,
11000,52324,0,40707,,,,
46254,78229,142589,160219,,,,
23475,58010,,,,,,
64137,74820,,,,,,
72000,92562,,,,,,
59298,82938,,,,,,
201755,227258,,,,,,
72311,84608,25000,37975,,,,
40,41425,46483,80694,,,,
39042,53508,64519,80452,,,,
79640,115913,,,,,,
112481,116697,83981,124679,,,,
87877,93874,,,,,,
114509,157281,46733,89666,140506,159109,,
100010,126286,109316,152749,,,,
53140,56504,60184,64660,,,,
106000,122052,,,,,,
45989,58266,,,,,,
174526,218520,172404,214707,,,,
45694,93453,,,48232,70267,,
160627,168995,40095,58283,,,,
115123,164365,90090,117643,90299,138180,,
29813,62766,,,,,,
118316,148053,,,,,,
81106,98193,32003,56981,,,,
70000,82359,,,,,,
84690,120915,,,,,,
36966,62348,23569,44107,,,,
108641,124754,,,,,,
59828,90249,93590,113259,,,,
21974,29907,,,,,,
99333,127745,,,,,,
90367,105081,14781,59827,170958,206243,147750,159129
122509,160749,70378,82747,,,,
168124,180800,13690,40982,,,,
72300,103798,,,,,,
109349,135476,83834,95996,,,,
22000,56970,,,,,,
115000,141733,,,,,,
91709,140197,,,,,,
66932,109394,,,,,,
97518,109830,,,,,531,41128
13545,55644,73003,121564,97739,126797,,
133924,183179,169063,181299,,,,
54969,64041,,,,,,
90410,134692,,,,,,
39616,70839,,,,,,
58600,74147,,,,,,
123208,124701,,,,,,
0,26621,,,,,,
80707,126153,97614,110566,,,,
40284,66644,,,,,,
46183,64576,11572,25598,,,,
41868,80372,,,,,,
59207,105542,,,,,,
120898,155969,,,18687,59109,,
34950,62770,,,,,,
18017,45033,,,,,,
4000,10497,94000,126353,49500,82952,,
0,35538,,,,,,
51959,64186,2742,6583,,,,
134000,137546,,,,,,
88400,108990,,,,,,
9661,42874,,,,,,
3400,22356,57000,94895,5,10744,,
66371,113663,105339,135363,,,,
86612,120506,,,,,,
216432,220023,9387,32127,,,,
241317,275231,,,48046,64482,,
10403,54751,11217,24307,,,,
141514,167824,,,,,,
5303,14974,179480,210222,,,,
48394,69958,,,,,,
93428,121238,116929,126519,,,,
11606,34583,,,,,,
104646,111964,,,,,,
118726,160732,,,15000,64988,,
150300,159651,0,5743,,,,
29,42553,27000,71703,,,,
105504,145698,38273,55722,,,,
21561,60843,,,,,,
122575,159756,,,,,,
307,27797,90133,132602,,,,
34840,36698,64523,95534,34667,67625,99180,127329
35068,79158,,,,,,
34000,46733,,,,,,
146516,188929,,,,,,
47678,73036,,,118299,126685,,
75152,107563,,,108962,144581,,
102815,146741,,,,,,
62268,105463,28720,54340,,,,
10413,47171,171320,210204,,,,
0,13423,,,,,,
100904,128609,,,100399,130571,,
46000,92921,80000,97453,,,,
65000,108396,,,,,,
7103,17772,95100,106565,,,,
78000,88948,,,,,,
42909,73002,,,,,,
30000,78060,157289,159078,,,,
2000,13489,17000,49897,,,,
226158,246148,214000,225124,,,,
3389,45412,,,,,,
41079,51100,,,34303,52960,,
39700,82931,,,,,,
71953,110766,,,,,,
70718,101728,135629,146990,,,,
83000,130525,,,,,,
78508,111154,33708,60835,,,,
208610,210105,,,,,,
98427,134334,,,,,,
8477,49969,17327,29906,,,,
289436,304485,38786,55413,,,,
51000,74530,74000,93670,,,,
115660,152344,22935,36694,62923,74718,,
60130,106217,69897,102730,,,,
100306,135635,,,,,,
26683,45674,,,1484,34814,,
103200,132652,,,,,72502,121037
45160,54121,,,72302,94551,,
80367,95378,,,,,,
24513,34811,,,,,,
19256,43081,,,,,,
4870,44290,,,,,,
96234,119399,,,,,,
22483,36115,88771,126724,,,,
75627,91448,,,,,,
136000,171475,,,,,,
93256,112650,88111,94594,,,68621,97777
61564,106763,90429,95452,,,,
39102,45413,53784,80597,,,,
20000,29309,,,,,,
70809,78871,34331,35805,,,,
107000,135568,20000,30320,,,,
65553,103098,,,,,,
78905,113163,193434,205105,,,,
64952,80758,,,,,,
11273,26478,,,108085,141539,,
51555,62563,,,,,,
128,19370,,,,,,
33998,75943,,,,,,
17761,19601,26411,42825,,,,
28229,31200,137622,179427,,,,
167404,194159,70471,110652,,,,
60543,107865,,,,,,
72455,104856,54071,99592,,,,
114000,118941,,,,,,
729,27950,,,,,,
46845,58032,,,,,,
16393,26276,41244,62569,,,,
50535,82624,,,,,,
7201,55387,,,,,,
3700,34182,24510,55177,,,,
97358,125838,,,,,,
18314,66975,163508,202331,,,,
162000,167532,27378,52602,2000,27221,,
83466,102150,53886,98649,,,,
95430,133402,,,,,,
115251,153809,,,46831,84244,,
88277,137007,,,,,,
20654,30656,,,,,,
126989,148145,,,,,,
82606,91075,,,,,,
72998,99710,,,,,,
30652,73180,,,,,,
51822,94862,14397,40223,,,,
143831,156553,,,110808,113595,,
11683,37963,,,,,,
2458,14230,,,,,,
111721,115368,109887,133273,,,,
260243,298350,,,,,,
67,19917,83514,109909,74097,101728,,
116476,124793,,,,,,
89922,127226,,,,,,
21,11827,,,,,,
62034,87906,6253,27343,,,,
129957,136023,84286,90579,,,,
197454,226332,77600,78978,,,,
128431,154589,69533,93307,,,,
94473,120228,,,,,,
48917,76410,119834,166326,,,15332,16260
40000,73399,,,,,,
17000,61152,57000,65174,89000,108975,,
85567,125596,60712,79461,,,,
10000,12267,,,,,,
124583,148422,84895,85863,,,,
90179,113857,,,256801,273946,,
201217,221328,,,,,,
103139,145285,1299,32713,,,,
87468,118149,1936,28335,,,,
111043,138208,,,,,,
76930,107661,88740,96000,,,,
104753,107324,,,,,,
165346,208390,75578,86008,,,260,35545
88405,128770,,,,,,
16000,18680,58000,97627,,,,
10593,38285,,,,,,
136127,168530,50050,57477,,,,
195311,242079,,,,,,
12500,19121,31231,40175,,,,
66100,111691,56800,100631,,,,
365,46232,,,,,,
50100,66761,54448,78227,,,,
34375,65070,,,,,,
126591,134697,,,,,,
25203,73498,,,,,,
61948,90973,42679,73514,,,,
34760,54495,,,,,108713,129495
110898,136619,,,,,,
108538,126257,,,,,,
54011,64578,,,,,,
6200,46732,,,,,,
120888,137602,,,,,,
41579,68653,46992,51550,113797,120375,,
348702,394206,,,,,,
24597,61384,,,,,,
135056,142381,,,,,,
285792,298307,,,,,,
101305,135108,,,,,,
103,5819,,,,,,
30768,50565,46012,85476,,,,
104832,151814,183333,213478,170977,200473,,
59059,98266,,,,,,
144088,166753,172608,188790,,,,
19767,51075,,,,,,
12505,49261,,,,,,
132659,151441,,,,,,
41514,41733,,,,,,
193910,218999,50060,97905,,,,
75002,120470,,,,,,
75167,114066,,,,,,
11060,36502,77379,106494,,,,
169983,184519,73514,106281,,,,
16981,30118,,,,,,
10,21382,37500,56593,,,,
41042,86992,38758,56611,,,,
34982,52614,,,,,,
96832,116018,,,,,,
16523,25929,,,,,,
160763,192054,30704,53883,,,,
14677,18279,,,,,294,16940
266923,308066,45959,94459,,,,
47000,70418,,,,,,
3155,52941,,,,,,
22108,23531,60556,85688,,,,
44345,94342,,,,,,
214,13155,,,,,,
45350,64234,64919,105652,,,,
62365,88899,28134,63817,,,,
138805,165048,,,,,,
127855,166278,,,,,,
110924,136442,,,,,,
80649,88469,,,,,,
73148,98080,,,,,,
39450,41577,54323,76821,,,,
12699,45023,,,,,,
45529,74404,,,,,,
41588,86002,73757,80699,46236,62344,112457,132102
54789,59381,15378,26658,,,,
53882,54846,60815,98455,,,,
28000,50567,23000,66389,,,,
190494,219087,,,,,,
1089,29729,,,,,,
63377,91003,52514,56680,,,,
110070,151379,,,,,,
58398,83703,51093,65426,,,,
125998,131246,,,,,,
76092,116030,,,,,,
64073,67100,,,,,,
102867,126596,,,,,,
89027,126682,30,27295,169777,212149,143537,170974
83000,115995,,,,,,
20595,53040,15000,49140,,,,
25559,37872,76903,107334,102594,102988,,
4831,37656,,,,,,
33319,59703,13426,48142,,,,
31000,36740,,,,,,
5046,33734,1013,33543,,,,
180500,230048,31870,38449,,,,
31873,49493,,,,,,
50000,72657,125000,153793,,,,
26818,61277,48640,69272,,,,
104302,144831,,,,,,
65000,93341,,,140000,153567,,
30308,70561,,,3100,51214,,
103485,105564,,,,,13850,20152
154503,155467,,,,,,
129000,174569,,,,,,
79641,114699,,,,,,
57901,79718,50659,90262,,,,
122615,165621,144299,156068,,,,
102082,111352,,,,,,
63124,88902,108309,108625,,,,
62392,63674,,,,,,
41033,50858,,,,,,
23554,64272,,,,,,
53317,68947,,,,,,
186899,235905,129200,135784,,,,
53039,60902,,,,,,
192428,224668,71968,74379,,,,
28785,72255,93405,129977,,,,
90543,110075,105302,124419,,,,
150951,166094,63498,79261,,,,
31050,73893,,,,,,
75000,109150,14000,33400,,,,
39320,88411,109102,126756,,,,
76348,123511,,,,,,
225,28722,133313,168634,,,,
75158,108483,,,,,,
41010,62408,70542,104712,,,,
1033,25801,88590,114550,86855,125013,,
7573,21684,33659,81937,5464,40726,,
97207,98149,,,,,,
11635,34102,,,,,,
105,23279,,,,,,
48695,66178,,,,,,
54761,71860,,,,,,
16584,41472,58157,105050,,,,
132045,167363,,,,,,
61106,62837,,,,,,
214000,241321,76000,113373,,,,
22517,51353,,,,,,
22571,60556,,,,,,
21577,40342,105459,123124,,,,
32722,72519,,,,,,
85319,128092,,,,,,
8476,55419,55334,85972,,,,
213500,218313,37842,61601,,,,
43199,43383,77106,81457,,,,
7690,55933,,,,,,
50593,56535,,,,,,
131020,136710,,,,,,
9286,51322,,,,,,
87565,137364,94000,101815,,,,
67764,79266,30000,41512,,,,
38500,80568,43790,46620,,,,
177739,186851,,,,,,
108024,119166,40776,59352,82725,90605,,
14376,33771,147722,158769,139008,146061,,
14437,22348,13640,24631,17879,28326,33864,80607
50,3006,70563,88429,,,,
72000,106409,,,,,,
67895,115349,,,,,,
37801,70905,,,,,,
158407,183637,30345,72435,22284,26990,,
10684,13112,,,,,,
51532,77408,,,,,,
43781,60337,88969,100337,,,,
5309,42644,,,,,,
124954,174263,,,,,,
102121,124640,,,,,,
148000,156198,,,,,,
29680,62166,,,,,,
144467,166654,,,,,,
78856,82121,,,96525,128255,,
20402,47627,,,,,,
111430,147369,,,,,,
165555,197725,64860,103640,,,,
87500,115317,,,,,,
412,2828,868,14185,,,,
34408,37085,18990,33993,26536,73939,,
42336,68368,36791,84912,,,,
22169,31459,,,33587,66419,,
8000,30649,,,,,,
8305,43170,7349,14504,,,,
47482,91555,,,,,,
48993,87965,,,,,,
43920,82722,30186,74404,,,,
143757,179045,,,,,,
19930,40401,,,,,,
10035,25337,,,23572,25238,,
97196,108910,153462,201939,,,,
36900,50418,,,,,,
25913,28959,,,,,,
38590,49021,3092,49524,4264,7442,,
19487,60561,,,,,,
41906,79519,12,4846,,,,
119787,160703,,,,,,
789,34880,,,,,,
46762,54363,8350,22435,,,,
42000,62448,0,34374,,,,
146011,167839,,,,,,
102788,128783,,,,,,
97,31395,,,,,,
28563,66199,,,,,,
64712,76229,55363,71600,,,,
58919,70010,,,,,,
30596,38447,,,179932,202535,,
97646,101140,300,38983,,,,
69524,90655,,,,,,
10001,29213,,,,,,
68066,97355,133519,152384,,,,
23,9800,,,,,,
87500,130054,,,,,,
9261,24317,993,14049,1669,25811,,
5782,16127,,,,,,
98612,102107,,,,,,
28456,54572,96281,125241,,,,
64318,113277,,,,,,
26500,62143,39000,53908,,,,
63435,74688,84885,113820,138,34249,,
138869,145003,,,,,,
83783,97670,87505,121045,,,62546,106390
65884,81236,,,152177,177125,,
102000,131853,202691,211899,,,,
59874,69176,,,,,,
43466,54970,,,,,,
62249,77164,119339,145776,51741,95203,,
195402,221194,,,41411,51165,,
91178,131983,,,,,,
58069,86205,,,,,,
96721,113765,19681,45571,,,,
41662,85666,,,,,,
180000,225551,,,,,,
49047,68545,,,,,,
101786,115001,146823,147887,,,,
71634,117291,,,,,,
55160,98286,32340,57132,,,,
135675,142762,,,,,,
70000,85474,9161,20865,,,,
24252,33301,,,,,,
51080,99212,,,,,,
64329,68505,,,,,,
25837,70922,,,,,,
91481,110024,28000,61517,,,,
26923,62988,,,,,,
13053,17350,72351,117139,,,,
58916,102855,,,,,,
38056,69815,,,,,,
148000,178687,,,,,,
49217,93798,,,82353,101257,72212,99067
79807,109175,119681,140790,,,,
9400,58328,,,,,,
182292,187985,,,,,,
195945,230573,,,,,,
100522,147737,862,13490,,,,
60715,96517,80956,127407,,,,
20471,22190,,,,,,
73751,91714,,,,,,
34981,40170,,,,,,
25291,41190,,,,,,
46608,70433,,,,,,
28951,33622,,,,,,
36863,52802,68804,83983,,,,
20002,65933,,,3352,19788,,
87275,105532,,,,,,
149534,197308,614,42086,,,,
859,17155,32915,40877,,,,
77679,86610,,,,,,
84899,87979,,,,,,
142600,170347,63281,97100,,,,
10500,34738,,,,,,
46722,62968,,,,,,
92000,126627,,,,,,
103,22672,87000,131247,,,,
165306,170316,84054,131643,,,,
16004,16556,80000,90392,,,,
523,43471,14854,51671,,,,
38052,43297,,,,,,
78723,101526,100059,124449,,,,
57175,103001,27013,65386,,,,
16751,48299,53272,71242,,,,
114929,129617,,,,,,
77776,79894,,,17189,45140,,
73513,92152,,,51177,71111,,
44284,76399,,,46981,68683,,
114634,146703,,,,,,
115497,134478,5160,9981,,,,
115528,157844,,,45832,86394,,
15120,17854,,,,,,
12111,17389,,,,,,
43600,72003,26,20093,,,,
27968,65717,,,,,,
98258,98285,74283,111707,,,,
35401,37887,34307,52798,,,,
55875,70483,73118,120277,,,,
594,36298,,,,,,
523,35112,,,,,,
61390,66413,105878,118005,,,,
77314,124834,,,,,,
24486,46113,,,,,,
62794,102437,19940,29712,,,,
49838,67539,64259,96670,,,,
41859,49189,,,,,,
869,40200,,,23590,43303,,
47094,89397,,,,,,
54192,103238,,,,,,
70995,112417,25121,46916,,,,
21561,51823,56328,90442,80633,87184,,
0,15024,,,,,,
53703,86036,,,,,,
109933,142180,16265,17331,,,,
57094,103517,,,,,,
70550,111771,,,,,,
1346,20841,,,,,,
96516,102149,,,,,,
79243,79871,,,,,,
60712,69767,29578,43709,,,,
178336,193648,189480,215991,150000,180213,,
67027,86966,,,,,,
95569,141445,5664,24745,,,,
26064,58822,95454,132353,,,,
102087,122359,,,,,,
210000,245323,130000,174418,,,,
83145,128139,80295,96028,,,,
90631,115892,,,,,,
870,17791,,,,,,
134828,156888,169604,204715,,,,
25450,73273,102780,149476,,,,
65923,88488,,,,,,
13182,26855,,,,,,
