wk2_control,wk2_control,wk2_control,wk2_control,wk2_control,wk2_CLas,wk2_CLas,wk2_CLas,wk2_CLas,wk2_CLas,wk10_control,wk10_control,wk10_control,wk10_control,wk10_control,wk10_CLas,wk10_CLas,wk10_CLas,wk10_CLas,wk10_CLas,wk14_control,wk14_control,wk14_control,wk14_control,wk14_control,wk14_CLas,wk14_CLas,wk14_CLas,wk14_CLas,wk14_CLas
8,2,6,4,6,7,4,4,8,3,6,5,8,1,5,17,4,3,2,7,5,7,3,7,13,8,11,6,9,11
14.907,17.858,20.73,12.878,9.9407,14.878,19.848,19.706,13.902,31.466,5.9458,9.8782,12.897,8.9069,8.9694,18.929,9.9018,5.9694,16.923,12.886,46.263,50.23,35.608,46.277,16.839,34.555,22.853,33.647,26.748,27.733
3.9103,11.552,6.7309,4.8206,6.7309,4.8206,14.193,4.8206,3.9103,3.9103,20.206,24.475,30.027,12.744,31.117,48.04,12.744,22.834,32.668,25.206,18.193,7.8206,9.7309,14.462,10.641,12.552,8.7309,12.552,10.731,3.9103
25.641,31.532,32.547,29.563,29.563,25.625,36.469,29.594,27.61,28.579,29.61,30.594,31.625,36.516,17.813,23.719,34.579,15.875,11.922,32.579,44.376,51.251,59.188,48.329,50.282,54.22,51.251,52.235,50.266,48.313
9.4781,14.309,9.4168,9.4781,13.316,9.4781,18.071,7.5932,9.5393,9.4854,11.623,17.331,21.878,9.7231,20.032,39.841,8.6765,23.586,38.01,12.392,31.272,22.802,25.542,26.733,23.841,28.456,15.201,30.503,19.01,19.895
3,4,3,3,3,3,3,3,2,3,9,12,12,10,10,9,10,12,9,11,6,5,4,6,6,5,5,6,5,5
24.507,21.56,25.008,24.952,26.815,23.45,27.235,24.201,24.758,24.507,34.041,48.068,59.025,33.964,41.557,63.167,42.918,41.138,39.941,75.321,55.664,46.455,48.43,42.199,43.283,53.8,42.337,50.378,44.34,42.783
10.3,10.407,11.307,11.307,12.222,11.6,13.822,17.16,12.837,12.036,4.15,9.5644,13.636,2.5215,3.3357,12.221,3.9578,1.6285,1,9.1078,26.945,21.922,25.138,21.73,20.404,27.86,22.114,25.43,17.684,19.291
3,4,2,6,2,3,5,2,2,3,1,10,12,7,15,12,4,18,5,6,8,6,7,6,5,5,7,6,4,7
13.356,17.12,15.423,13.355,17.85,15.655,20.679,15.627,19.54,24.96,4.3529,2.6028,9.0936,5.0469,2.3383,9.5165,2.3336,2.6573,1.3815,9.338,39.683,32.141,34.96,31.049,28.572,34.613,36.117,36.838,32.728,31.582
20.055,16.644,16.644,16.644,20.908,20.055,13.233,24.319,18.349,21.761,28.172,54.901,56.459,30.024,47.932,67.84,23.761,46.226,36.994,51.343,33.846,36.552,37.552,37.552,39.816,38.405,46.226,34.141,35.846,44.226
33.656,32.473,12.257,20.538,21.202,21.487,35.142,24.46,17.59,21.881,22.555,31.125,37.785,24.509,27.839,58.162,24.509,32.413,26.42,41.78,41.451,42.108,36.041,33.468,28.11,36.674,36.762,37.451,31.167,27.816
1,3,1,2,1,1,1,1,2,1,5,14,15,5,15,9,4,17,17,9,5,4,4,4,5,2,4,3,4,4
11.766,14.255,12.255,10.659,12.659,9.7656,12.446,11.851,14.255,19.829,3.5742,6.8506,9.5313,7.4463,6.8506,7.4463,4.4678,2.9785,1.7871,7.4463,35.169,31.488,31.297,32.68,18.851,26.318,22.233,31.084,23.531,20.531
3.5389,5.9626,3.27,6.9637,4.5395,5.1163,8.3868,5.9631,2.6926,1.6926,1.271,2.6947,2.5421,1.6947,2.1184,7.6605,1.6947,2.1184,5.2368,2.5421,9.08,3.8089,7.81,6.6552,5.6552,7.6563,5.6552,9.2331,4.3858,9.6563
17.229,13.416,13.584,15.416,17.686,16.229,9.0831,16.041,15.415,15.583,16.332,14.312,17.144,15.956,11.706,18.396,15.228,10.145,7.2494,20.851,29.645,29.934,26.288,28.831,32.85,31.187,31.102,30.457,26.851,28.915
1,1,2,2,2,2,1,4,2,2,4,6,6,6,5,9,4,3,3,9,5,4,6,3,6,5,5,4,6,4
6,5,3,4,5,4,4,6,4,4,5,4,7,7,4,5,7,6,7,8,9,10,11,10,10,10,9,11,7,10
7.4418,5.4418,7.3073,7.1728,8.2972,6.4619,9.1627,3.7209,8.1627,5.5864,1,3.8554,9.1627,1,11.163,25.932,2,14.749,18.615,6.4217,10.028,5.7209,9.3073,7.4418,13.183,11.028,10.317,9.1728,8.4519,11.904
7.7175,9.7175,6.7175,8.5292,6.8117,4.8117,12.623,4.8117,4.9058,7.8117,1.9058,6.7175,6.6234,7.6234,12.623,18.623,5.7175,17.718,7.9058,12.623,17.153,16.341,11.435,15.435,6.7175,13.435,10.435,15.623,9.7175,11.529
11.93,7.9701,5.9801,7.9801,9.9402,7.9601,8.9601,6.9701,5.9701,3.99,4.9601,5.9601,8.9601,4.9601,3.9701,8.9502,4.9601,3.9801,5.9801,6.9601,10.95,10.96,14.95,9.9801,13.94,12.97,9.9601,11.97,8.9701,16.9
4.2554,5.1973,2.6291,4.2573,4.5691,4.9427,5.57,5.5709,4.5691,5.8836,4,8,7.9409,4,10.077,10.706,6,12.902,6.8818,6,11.082,12.396,9.7682,10.14,10.14,8.4555,5.8836,12.083,8.5118,6.8264
3.7038,2.4077,4.4077,5.4077,4.4077,6.1115,3.1115,8.8154,5.4077,5.4077,7.2231,10.223,10.927,11.335,7.8154,12.631,10.038,5.8154,2.1115,11.335,12.927,10.815,10.223,9.5192,11.815,8.8154,9.5192,12.519,6.1115,7.1115
1,4,3,2,1,3,6,2,2,3,7,5,4,9,4,6,8,4,2,9,9,4,4,2,3,7,2,3,4,7
9.7879,16.419,6.6832,6.157,8.2617,7.2093,10.262,5.157,11.314,7.7355,7.0523,4,6.1047,7.6308,3.5785,3.1047,14.683,8.2093,10.314,14.788,20.576,21.102,13.419,13.419,21.523,19.997,21.05,20.05,27.259,16.945
20.882,18.679,19.985,25.351,20.985,27.311,16.269,40.516,22.495,28.251,13.065,11.106,13.269,16.332,7.186,12.412,7.8393,3.9196,1.3065,13.412,51.85,61.036,55.809,64.342,44.317,46.583,34.091,60.932,37.56,39.254
3,8,4,6,4,4,6,2,3,4,1,5,6,3,6,6,4,8,9,4,8,8,8,11,11,9,7,12,7,6
24.945,19.314,18.156,18.314,23.366,17.578,29.84,21.145,21.63,18.156,6.3676,8.1043,10.42,7.5254,5.7888,22.576,12.156,6.9465,6.9465,25.471,37.576,37.155,40.786,30.682,39.102,39.207,55.416,40.786,38.049,50.364
5.9534,8.8401,10.833,8.3968,9.3367,9.8334,7.8401,5.8867,9.27,13.78,3.8934,11.364,8.9803,11.163,7.4702,9.5504,5.27,6.5302,5.0134,6.8468,25.574,23.553,25.62,18.787,22.057,17.62,8.8401,26.627,8.7801,19.23
2.6176,7.8529,6.2353,5.6176,4.6176,3.6176,10.853,3.2353,3.2353,5.2353,2.2353,3.0882,1.8529,1.8529,1.8529,2.4706,1.8529,1.8529,1.8529,3.0882,9.4706,6.8529,5.8529,6.8529,8.4706,9.8529,6.8529,9.4706,6.2353,9.4706
5.9513,4.9958,3.9597,3.9597,5.9916,2,3.9958,1,4.9916,4.9916,5.9597,3,3,4.9597,2.9597,3.9597,5.9597,3,4,6.9195,10.947,7.9916,8.9471,8.9873,5.9873,10.951,7.9873,9.911,7.9916,7.9513
38.232,9.3052,27.648,28.476,27.857,29.064,9.7358,35.762,50.267,15.503,23.98,18.033,20.848,25.339,17.409,46.779,22.999,18.005,12.477,31.234,52.252,59.6,55.325,72.13,57.806,63.419,68.888,85.572,66.549,67.517
35.499,24.75,36.499,34.749,32.999,35.249,39.499,35.999,41.499,32.5,17,20.75,24.5,27.75,14,25.75,16.25,7.9999,1.75,34,55.499,72.249,77.499,68.249,51.249,63.499,59.999,81.999,54.749,65.749
10.236,5.9488,4.2992,4.9488,4.2992,5.9488,1.2992,4.6496,15.218,8.8925,3.222,1.9332,2.5776,1.9332,1.9332,4.5776,1.9332,2.5776,1.2888,4.5776,14.523,14.192,11.598,9.2869,15.542,13.248,7.2481,11.898,11.248,8.5473
7.9065,6.0283,6.9041,5.6631,7.2718,5.3912,6.7731,5.6749,11.083,11.06,2.2636,9.4054,15.29,12.61,6.8924,13.043,8.7599,6.8865,5.5154,18.044,27.631,14.853,17.086,18.103,18.97,13.604,15.969,19.616,16.576,17.208
14.537,18.815,11.83,12.967,11.182,13.752,19.385,14.537,10.397,13.537,21.637,21.126,27.266,25.344,18.777,32.473,31.562,28.118,27.336,34.407,23.582,26.152,24.582,24.797,28.075,26.152,22.797,29.86,33,24.367
4.6752,10.026,6.3503,8.0255,7.1879,5.5128,9.0255,6.1879,6.1879,4.5128,1.6752,11.213,16.239,5.3503,14.726,21.239,4.5128,11.889,9.0255,20.239,11.863,9.0255,8.1879,9.1879,11.538,11.863,8.8631,9.8631,12.538,11.701
21.284,18.254,13.792,18.211,15.668,13.514,22.055,22.543,18.599,17.933,6.3451,10.77,9.4496,10.583,7.2322,13.966,6.2384,9.8511,6.6263,11.774,58.446,44.438,48.288,49.776,24.88,48.14,33.237,66.35,42.266,33.99
32.374,22.958,29.002,26.376,36.338,32.927,33.515,37.188,39.378,33.004,23.098,25.29,22.321,25.257,17.426,28.164,18.302,14.035,5.5771,28.095,56.292,78.536,69.828,62.576,46.107,61.578,60.469,76.905,50.139,65.931
25.417,43.804,8.2383,26.059,2.8655,18.835,26.133,5.3728,4.2983,24.984,4.2983,10.387,14.328,9.6711,8.5965,2.5073,17.909,25.64,28.073,22.924,56.848,47.819,44.102,13.611,32.939,51.117,29.864,32.864,38.67,24.924
25.638,19.716,17.795,18.764,27.622,21.716,22.638,18.779,25.669,19.764,19.716,15.748,16.764,32.606,9.8424,35.527,15.764,7.8739,1.9685,46.401,31.59,38.543,31.638,37.559,38.527,31.653,36.574,35.59,31.653,36.559
2,3,2,3,3,1,3,1,2,2,3,5,8,6,4,11,4,4,4,6,9,3,2,2,4,8,3,4,4,4
41.551,31.954,35.712,43.153,40.632,43.511,11.517,47.23,42.551,48.39,15.356,17.276,16.316,22.075,8.6781,11.517,13.477,4.7988,1.9195,20.195,65.465,83.022,71.224,80.224,45.31,55.827,59.908,71.425,52.23,69.344
2,2,3,2,3,3,4,2,2,2,3,4,4,2,1,12,5,6,7,6,5,2,3,3,2,4,5,6,4,5
19.055,14.686,11.844,12.686,16.634,12.422,20.16,13.686,15.37,12.844,4.6324,7.8957,11.58,7.4746,9.2112,23.424,9.8436,10.053,9.0535,24.529,22.424,24.845,26.214,22.318,29.898,26.793,40.584,27.214,27.951,36.636
12.391,10.696,11.531,10.589,12.366,7.8944,13.275,7.3313,11.366,6.3065,2.8598,3.6947,8.3313,4.6947,20.787,31.193,2.835,22.539,31.465,15.274,15.954,16.027,15.416,15.896,23.6,18.566,18.566,17.862,20.294,26.46
12.355,9.9212,15.75,12.921,7.658,12.355,6.5264,22.711,9.3554,21.277,4.829,1.6974,1.1316,6.829,3.829,12.355,2.2632,3.6974,6.658,5.2632,38.422,45.645,40.422,41.422,13.75,36.158,18.711,38.29,17.145,18.448
18.717,20.682,19.495,17.075,20.183,23.107,35.526,15.634,17.717,12.916,5.9069,12.581,14.371,13.261,9.5567,44.452,8.036,13.417,37.021,21.032,35.283,29.108,42.189,36.345,30.227,32.625,27.185,37.051,25.455,41.294
33.785,33.28,46.371,41.325,46.884,47.38,34.767,53.416,43.866,40.839,16.145,17.145,20.658,21.694,11.09,24.172,4.5407,6.5587,4.5407,26.208,78.633,87.714,89.218,86.2,82.164,82.669,77.642,98.264,75.11,82.164
31.146,26.038,26.227,30.395,31.594,27.59,21.06,35.843,31.911,34.631,14.369,14.01,17.866,19.933,5.1085,13.215,13.098,5.8733,1.67,23.791,60.124,63.977,58.504,64.883,56.012,62.213,60.413,67.437,53.973,56.171
8.4243,3.1616,21.242,12.702,10.994,15.687,4.3003,16.118,17.256,17.826,12.475,18.229,18.317,13.475,14.813,19.136,7.9202,9.9431,10.739,13.951,22.784,35.309,37.448,30.666,28.935,34.74,31.666,40.091,21.126,36.79
13.195,9.1743,10.23,13.272,13.734,10.841,5.5497,17.27,10.308,16.368,12.142,13.229,13.182,15.272,7.7297,12.355,10.106,10.125,1.583,20.388,22.708,25.087,23.227,25.926,20.048,23.426,19.153,25.638,18.301,14.808
10.602,10.272,9.3082,7.39,7.9325,12.353,11.19,2.8785,10.226,8.2264,1.3392,5.0087,4.0087,5.6783,2.3392,3.3479,3.3392,2.0087,1.3392,8.6783,15.453,12.444,11.481,9.2716,20.498,16.535,15.526,15.616,14.865,19.286
2.8031,4.2047,2.1023,3.5039,3.5039,2.8031,3.8543,3.1535,2.8031,3.8543,10.059,12.059,15.76,8.6063,16.512,19.614,6.9055,17.213,10.409,13.709,7.0078,6.6574,5.6063,4.9055,6.307,6.6574,5.6063,6.6574,5.9567,4.5551
5.4137,4.4137,14.355,10.988,6.5742,5.5742,3.1605,11.431,8.3845,16.005,10.815,7.2411,6.0343,7.0343,2.4137,10.258,10.258,1.2069,1.2069,10.258,19.212,13.781,14.402,18.752,11.431,18.005,19.051,15.195,9.0171,10.385
11.152,10.24,11.949,13.157,9.0424,12.001,17.137,17.075,11.841,12.655,19.503,25.175,25.479,17.92,17.001,22.043,21.585,14.981,7.0318,35.016,20.235,21.598,22.697,21.753,17.11,17.52,13.649,22.338,20.541,19.583
4.1838,4.3301,3.3623,3.1794,4.3393,3.7685,4.0208,3.1794,5.4222,4.4965,1.1781,4.3514,4.1733,1.7672,1.5891,7.5942,1.1781,7.7576,4.7672,3.3514,9.1047,8.9366,7.3541,8.2632,7.5882,7.2588,8.0109,8.1078,5.8558,8.7828
2.8271,2.8271,4.3703,4.2839,3.3703,3.3703,4.8271,3.8271,2.3703,2.3703,5.6542,5.5677,5.0245,5.6542,4.5677,10.025,6.7406,2.2839,3.6542,9.111,7.1974,7.1974,5.7406,4.7406,4.7406,6.6542,7.6542,7.1974,4.7406,5.1974
8.2121,10.581,5.3168,5.843,6.7383,5.7907,7.7383,5.843,8.686,7.2645,3.9477,4,5.8953,6.3692,5.4215,4.8953,8.3168,6.7907,9.686,10.212,14.424,15.898,12.581,12.581,14.477,14.003,13.95,14.95,18.741,13.055
4.1541,3.2913,8.1159,5.4614,7.399,5.9458,1,16.747,14.754,18.473,2.8629,8,7,4,6.6456,6.6456,3,4,3,7,10.963,13.456,12.069,17.949,9.9387,20.466,21.395,17.166,19.367,12.124
31.684,36.639,24.454,35.762,23.473,26.797,41.181,23.233,25.889,30.041,8.1807,10.633,15.055,12.099,5.7273,11.578,22.538,6.5738,1,29.736,58.013,62.417,59.626,41.139,53.667,69.905,52.286,50.631,53.244,51.624
7.3659,11.049,9.1546,12.838,17.415,18.203,10.26,10.049,5.5773,1.7886,4.4716,8.9432,16.098,2.683,12.626,39.562,8.1546,14.415,16.098,13.521,13.049,9.0489,7.2603,8.3659,9.0489,12.732,12.838,10.155,9.1546,9.1546
2.8571,5.5916,2.806,2.806,4.7345,2.9285,8.5916,1,3.806,4.806,6.8774,5.8774,9.6323,4.7549,7.7549,10.632,4.7549,7.7345,14.142,4.8774,13.204,4.7856,7.6631,3.806,5.7345,7.4691,3.7345,6.7142,6.612,8.5916
27.213,31.532,17.416,13.876,22.084,21.354,32.532,14.337,28.832,23.704,5.9382,12.956,20.514,15.655,14.576,20.244,14.845,21.054,16.735,30.501,45.868,44.359,39.74,40.39,51.457,50.567,55.775,50.647,54.426,50.377
14.301,14.301,8.0938,10.754,11.641,8.9805,13.527,11.641,12.527,11.641,15.867,26.395,25.395,26.395,24.848,33.828,20.074,26.508,19.301,25.508,25.168,24.168,22.508,20.621,25.942,22.395,18.848,23.281,21.508,16.188
9.0283,2.557,5.9039,7.7041,5.671,10.259,2.114,5.4103,13.145,8.7898,6.8816,5.6383,6.8157,7.3751,2.7923,13.453,9.8544,1.6758,6.1439,13.006,15.932,12.081,13.492,10.228,15.467,11.198,17.122,11.261,11.524,15.996
13.083,11.286,17.045,14.87,19.442,14.27,14.309,15.259,14.683,14.259,5.8767,9.4027,10.613,6.476,7.0521,21.132,7.663,5.289,1.763,15.937,19.983,22.194,20.808,23.147,18.22,22.194,48.422,25.155,26.731,40.087
22.534,7.3242,28.939,22.269,19.349,27.19,14.669,27.504,25.584,22.296,40.452,31.39,33.392,44.904,25.775,44.485,22.579,13.253,6.0229,43.537,26.9,46.552,57.395,46.103,31.949,45.949,32.065,52.813,36.841,51.774
3.7431,7.8558,3.7431,5.3578,3.7431,5.1127,10.342,5.4862,3.4862,3.6147,6.1009,18.688,25.917,4.3578,20.688,30.66,4.3578,29.789,25.56,13.073,10.972,3.6147,3.7431,3.4862,5.4862,4.6147,4.4862,2.7392,4.3578,9.5989
6.1969,8.7953,3.8977,6.4961,7.4961,7.1969,8.1457,6.8465,5.1969,8.1457,16.941,14.941,17.24,11.394,19.488,28.386,10.095,22.787,15.591,16.291,14.992,14.343,11.394,9.0945,12.693,12.343,11.394,13.343,12.043,8.4449
2.2418,4.0697,3.6558,4.0697,4.8976,3.2418,6.0697,2.4139,4.6558,3.8279,3.0697,4.3115,3.7255,1.2418,4.8976,14.107,5.0697,6.5534,11.623,8.9673,7.7255,5.2418,5.6558,6.6558,7.7255,6.4837,8.7255,6.4837,5.6558,5.6558
1,3,1,2,1,1,2,1,2,3,1,2,4,1,2,2,1,2,3,2,6,2,3,2,3,2,3,2,3,2
21.72,18.619,17.019,19.705,24.25,16.633,21.435,18.262,25.993,19.891,2.7154,7.603,6.5169,4.8877,4.3446,11.432,3.8015,4.3446,1.6292,13.175,30.637,34.009,32.823,39.069,39.598,33.823,50.515,39.353,34.624,41.355
12.43,9.4606,20.22,16.811,12.63,19.956,11.721,21.879,15.415,16.958,37.904,36.25,35.343,42.026,24.944,33.646,29.358,19.065,12.142,39.676,30.597,32.622,39.207,35.795,30.137,36.044,26.316,37.508,23.604,31.054
4.4649,6.4649,2.8216,2.8216,3.6432,2.8216,6.2865,3.6432,1.8216,1.8216,1,6.3204,5.6602,4.6432,3.8216,9.8022,6.4818,6.4818,3.6602,8.1251,6.2865,5.6432,4.8216,3.8216,5.4649,3.8216,4.4649,5.4818,3.6432,3.8216
14.224,13.054,13.212,13.49,12.929,12.945,11.1,12.337,10.289,12.148,9.3375,10.604,10.071,10.604,9.6038,13.539,9.1363,7.6038,5.1363,10.604,20.941,20.238,20.473,22.484,18.037,15.852,27.762,19.332,13.663,19.396
41.28,32.462,36.679,42.892,42.919,40.85,27.161,49.557,42.964,46.235,19.285,18.803,23.978,26.752,6.856,17.736,17.578,7.8825,2.2412,31.929,83.65,91.125,81.476,88.896,79.614,85.731,87.266,91.439,72.395,82.306
52.942,38.172,64.372,63.867,55.94,74.756,45.161,55.546,55.283,48.392,46.526,61.921,75.94,75.727,70.192,99.435,28.839,56.435,45.364,75.892,79.006,109.91,128.79,99.369,90.713,93.075,86.547,116.12,83.975,102.61
12.421,7.0788,20.368,20.237,18.5,21.973,13.421,20.368,21.105,21.105,17.368,18.237,21.842,19.105,13.026,25.447,23.447,9.5525,4.342,26.052,31.789,36.999,40.605,41.341,39.736,34.394,40.341,39.736,35.263,44.947
33.215,32.72,43.629,37.675,45.116,44.62,31.233,48.584,43.134,40.161,16.855,15.855,19.342,21.306,9.9096,22.828,4.4593,6.4413,4.4593,25.792,73.367,84.286,82.782,81.8,77.836,78.331,74.358,89.736,71.89,77.836
6.6446,7.0788,10.25,9.0788,5.342,5.6446,4.4736,13.289,6.6446,13.723,3.171,1.3026,1.8684,3.171,5.171,11.645,2.7368,3.3026,8.342,2.7368,28.578,32.354,25.578,26.578,10.25,26.842,14.289,25.71,12.855,11.552
9.9933,6.0506,9.5834,8.2733,10.783,10.272,4.4399,8.9746,6.116,8.8617,2.2413,3.5295,5.6137,9.1914,2.2247,7.7332,5.4285,5.269,1.6606,9.5216,13.133,12.95,12.767,13.919,14.02,11.829,15.502,15.478,12.85,11.101
43.764,31.065,51.462,51.492,52.523,50.523,24.276,54.462,54.402,50.523,33.945,40.734,44.613,38.794,29.096,51.402,35.884,17.457,10.668,57.221,90.347,97.106,89.407,94.196,87.497,99.075,102.05,104.86,88.407,111.77
11.885,11.897,15.862,13.874,15.851,17.839,6.9655,14.874,12.885,14.862,16.805,16.805,17.793,13.839,11.862,18.782,14.828,11.862,7.9081,16.805,23.782,27.736,24.77,31.701,20.793,29.736,25.77,28.736,25.736,31.69
28.33,15.085,37.835,32.509,32.105,36.924,13.782,36.043,51.6,43.528,17.319,17.398,17.135,31.096,7.7643,34.77,8.8145,4.1191,1.9124,25.505,57.799,84.509,81.559,70.469,59.113,67.812,73.323,81.497,63.009,91.323
91.177,75.999,136,120.02,97.875,138.77,105.87,179.43,131.44,127.18,74.009,83.883,81.391,94.615,51.965,70.442,51.787,37.123,21.078,90.904,209.79,243.53,295.5,254.45,159.17,255.15,198.29,274.4,169.28,198.39
20.71,22.888,14.482,18.244,16.706,18.417,32.838,16.395,14.957,15.949,8.8217,15.246,21.068,14.214,8.0271,43.879,18.045,12.246,25.314,24.675,36.156,28.797,30.868,27.719,31.682,36.622,32.432,32.422,39.85,34.27
25.839,15.874,20.443,20.803,27.628,26.648,7.6278,21.409,14.284,25.132,9.4798,9.6243,12.059,13.459,4.6862,16.03,13.518,6.8751,2.6234,19.529,29.396,30.582,27.538,33.244,28.596,27.771,31.823,34.727,27.867,25.723
6.6266,8.0381,6.8228,6.6266,9.2343,7.4304,8.4304,5.8228,16.665,14.057,4.8228,9.6457,6.4304,4.019,3.2152,16.88,4.8228,3.2152,3.2152,12.253,24.899,15.469,14.861,15.861,12.253,20.076,26.507,16.057,24.095,22.488
5.5394,4.2425,7.1879,6.5394,3.2425,7.4849,2.594,5.5394,3.891,6.1879,5.8364,7.1334,10.727,7.7819,8.1334,14.321,7.1334,6.4849,5.8364,12.376,16.321,12.727,15.673,13.727,11.079,14.376,11.079,16.267,10.079,10.43
3.055,3.055,2.9663,4.3833,2.3908,3.055,2.3908,3.055,3.055,3.7191,7.3022,4.8777,8.8777,7.7266,6.5419,6.8777,5.3022,6.6305,1.7266,9.3022,6.6855,7.9252,6.6855,8.5893,6.1099,8.0138,4.7816,9.3421,7.261,4.7816
10.243,5.8123,7.8123,7.3179,6.8123,5.8123,4.3442,5.3179,7.8123,6.8123,5.3179,11.194,8.2316,6.8236,3.8011,10.7,5.8723,7.3067,2.2842,12.587,10.168,9.119,9.5759,11.168,17.82,12.673,18.598,13.636,12.168,17.153
7.5107,7.5362,7.5885,6.6042,6.341,6.5885,10.609,8.5264,6.4031,8.7584,5.9328,7.4279,10.412,5.6275,9.4736,8.5357,6.1437,9.4736,6.6599,7.5034,17.575,15.805,11.992,11.45,18.271,12.487,11.702,18.555,10.244,11.713
16.222,9.234,14.971,17.217,16.72,17.965,6.7369,11.228,14.474,15.222,16.228,7.9884,11.234,18.725,8.7369,27.965,15.977,9.2398,6.2456,19.971,24.205,23.456,19.462,25.702,23.205,20.959,30.445,22.708,24.205,24.205
2.9257,2,2,2,2,1,2.9257,1,1,1,1.9257,3.8514,3.9257,6.8514,4.8514,2.8514,1.9257,3.8922,3.9257,3.8514,2,4,4,3,3,2,2,4,2,4
3.0779,5.6169,4.0779,3.4485,4.4485,3.0779,10.212,3.3368,3.7073,4.8191,1.4823,4.8175,4.4469,2.5941,3.3352,7.5587,1.1117,3.3352,2.4823,2.9646,13.12,8.897,8.6381,7.1558,10.268,8.6381,3.8191,10.177,2.2235,7.7286
23.123,22.802,28.301,30.773,32.979,29.298,19.861,38.914,28.074,37.08,29.25,32.452,36.807,42.329,21.783,30.42,38.486,18.517,6.5527,51.14,57.527,57.274,57.859,69.288,59.223,61.241,61.126,69.286,60.936,59.824
6.1199,3.9519,9.5514,8.0204,7.0682,9.6126,3.1444,10.394,7.0199,8.5459,7.5467,10.37,8.8155,8.1026,6.108,9.8083,8.6393,3.4949,3.7638,12.802,18.146,14.269,15.676,13.874,12.152,12.14,12.952,13.495,11.245,12.501
14.313,6.5681,8.5524,9.3601,14.313,12.329,3.7762,10.376,15.795,11.36,4.9211,7.8896,8.858,7.8738,7.8738,22.332,2.9527,4.9211,3.9369,6.7446,20.057,21.704,16.928,22.736,19.265,20.057,33.562,21.026,23.849,26.979
4.966,7.1209,5.3877,4.4507,4.4507,3.5136,6.6055,3.8417,5.3571,3.42,5.2652,10.748,13.809,9.2328,6.2958,19.321,9.2941,8.5916,9.8401,24.6,7.3554,9.323,7.3554,10.323,12.134,9.4166,7.7771,11.712,7.7771,7.3554
10.082,4.7053,5.7053,5.1997,5.7053,5.7053,3.2699,5.1997,5.7053,5.7053,7.1997,10.034,9.0931,7.6941,7.7166,11.529,7.7418,8.2109,6.2334,14.352,9.964,8.9163,11.363,8.964,11.601,11.458,14.34,12.399,10.964,13.883
6.076,24.323,8.1892,14.658,14.442,9.563,18.069,13.601,14.05,27.436,6.076,29.708,32.474,17.19,13.816,25.005,19.228,14.816,15.367,20.677,50.151,39.429,38.822,40.486,22.847,27.315,23.454,23.847,26.492,18.518
9.8498,6.9678,11.537,12.495,10.129,17.614,6.0102,9.8498,3.6025,8.646,7.4845,10.366,12.011,9.646,7.205,18.064,11.528,11.291,7.9255,16.173,14.419,14.893,16.818,16.614,16.13,15.86,12.495,19.463,12.528,17.538
10.338,15.006,9.6706,11.671,11.671,8.3366,17.34,11.005,8.6706,15.673,37.683,42.018,49.021,30.347,46.019,52.689,48.688,55.023,46.02,38.683,32.68,25.678,21.009,28.679,21.343,24.344,21.343,27.012,26.012,16.34
4.7045,7.8752,3.9636,3.2748,4.06,3.4897,9.3049,4.7045,3.8451,5.7045,2.3634,2.771,3.6304,3.1043,3.2229,7.4235,3.4377,5.7789,8.1123,4.4898,9.4533,8.883,8.4533,9.2384,7.4091,9.883,8.2384,9.6239,11.483,8.6682
35.464,36.792,35.549,36.622,39.424,49.816,41.458,44.014,31.09,33.932,19.164,22.765,26.391,21.063,28.944,63.259,7.7049,24.582,16.489,24.823,55.965,76.828,80.894,63.785,53.524,55.831,43.537,81.05,42.695,55.631
40.891,31.41,35.555,37.449,40.401,43.339,28.997,44.788,37.555,36.065,22.958,27.323,31.584,31.333,15.294,40.381,27.039,10.361,4.2936,47.088,72.876,78.837,64.062,73.259,83.698,81.102,88.347,89.824,75.395,73.259
4.0283,4.834,11.474,5.6396,8.8046,5.834,5.6396,8.251,12.027,9.6679,5.6396,8.0283,4.417,3.2226,4.6113,26.947,10.251,2.6113,3.6113,19.308,17.667,13.085,12.085,18.725,21.336,17.113,32.363,15.696,14.444,17.667
6.2115,6.879,5.2362,5.2362,7.8543,6.0576,10.805,2.7721,7.7004,7.7004,4.7227,10.472,10.78,13.552,7.8543,22.382,8.3162,5.2362,3.4395,21.355,15.863,11.448,9.651,11.448,12.783,13.091,13.758,13.091,8.5217,8.0083
12.918,12.335,3.6506,8.3033,7.6605,8.291,14.636,9.2809,5.3366,7.0007,11.314,15.613,18.954,12.294,13.965,23.156,12.294,16.259,13.253,20.958,16.31,16.663,14.609,15.311,9.6513,13.938,12.981,14.29,9.6491,10.961
3.9395,2.9597,3.9395,4.9395,3.9395,3.9395,4.9395,2.9395,3.9395,3.9395,5.879,6.8588,13.747,6.8588,11.772,23.675,3.9193,17.71,17.721,6.8588,5.8991,5.879,5.879,5.879,8.8386,5.8991,7.879,6.8588,5.879,4.8991
27.153,17.315,29.526,27.044,25.816,27.304,22.274,28.665,28.886,28.081,19.005,20.811,19.923,20.006,8.8872,24.9,23.049,7.7865,8.1105,32.873,52.574,48.438,49.472,44.295,37.263,50.921,55.95,46.762,44.775,50.273
